Genes,Naive,Early Extra-GC TFH,Late Extra-GC TFH,GC
SOX6,0.0003337958496198633,0.00019980387160556257,0.00012208467355659294,0.00019336145290906696
SOX8,0.00016800821976758971,0.00018785119627450173,0.00014996328519604305,0.00018866024565954904
SOX9,0.00019766918404752495,0.00026849062046710985,0.0001983339456361116,0.00022510701448788225
SP1,0.005060889496370253,0.004556340918190504,0.005275062718300784,0.005016348803505696
SP2,0.003516530911059036,0.002409918594625936,0.005038344839086191,0.003864958189482767
SP3,0.003404001651343856,0.002341936961470717,0.002872028498035138,0.00546068513782623
SP4,0.003219163033794774,0.002523071131601652,0.00402374227895249,0.0031343697118778745
SP8,0.0001538292226595707,0.00013187822992044167,0.0001215221573746538,0.00015133205516779455
SPDEF,0.000134064017935271,0.00013656413201383182,0.00012470232119226072,0.00014055546284600276
SPI1,0.000205771148351791,0.00025534679988246326,0.0005772558927002852,0.00021284713447319503
SPIB,0.0016146019520659276,0.0032599755393442407,0.0049496471313268935,0.0006914293509235574
SREBF1,0.0006670134629543437,0.000922165281953914,0.0005887212370791049,0.0009540250736318851
SREBF2,0.0023608436930142537,0.002264671270933796,0.0042258890233243945,0.003030208361454153
SRF,0.0010439258374211017,0.0007812360934263852,0.001184728565980743,0.0005068661793995723
SRY,0.0002731330348148829,0.000285910795446218,0.00028985965153283816,0.0003264906137730692
STAT1,0.0026271581817992424,0.0022711728652108345,0.0015194978462197244,0.0017582707085087865
STAT2,0.003457503702791128,0.002733754684844726,0.006616492317330998,0.005300631193312361
STAT3,0.003923422432487373,0.003123793199826714,0.0026267575229553023,0.004299114955471521
