	CXCR5hi_PD1hi	CXCR5pos_PD1int	CXCR5pos_PD1neg	Naive
BARHL2	2.0017662643509015e-2	3.404143718856545e-2	5.682434765451583e-2	1.1394360757049027e-2
BARX1	8.94907271121581e-3	1.8725413060582174e-2	1.2134365905391409e-2	9.75280030899961e-3
BARX2	0.42449219899911683	4.804615788093369e-2	0.16144625857051254	2.945152568559317e-3
BATF	0.0	0.0	0.0	0.0
BATF3	0.7901677951133352	0.6712824547600315	0.10092240911557249	0.7852452684434145
BBX	1.1775095672652558e-3	0.0	2.7129679869777323e-3	0.0
BCL11A	0.0	0.0	0.0	0.0
BCL11B	1.0597586105387524e-3	6.9761342774717905e-3	2.1703743895822303e-3	9.656237929702716e-4
BCL6	0.0	0.0	0.0	0.0
BCL6B	0.14289078598763616	0.19548911618148435	2.6192472747003426e-2	1.5691386635766746e-2
BHLHA15	4.29790992051815e-3	1.6102806189352226e-2	6.659103240763575e-3	7.966396292004685e-3
BHLHE22	0.9677951133352959	0.9995803829006032	0.9076604350614117	0.7523657782927771
BHLHE23	0.9946423314689432	0.9996328350380278	0.9518078232131406	0.8645229818462727
BHLHE40	0.0	0.0	0.0	0.0
BHLHE41	0.9791580806594053	0.9494361395226856	0.9195974942041139	0.7165894167632291
BNC1	0.3740359140418016	0.9435615001311304	0.8288857100577123	0.23570876786404016
BNC2	0.3740359140418016	0.9435615001311304	0.8288857100577123	0.23570876786404016
BORCS8-MEF2B	4.29790992051815e-3	0.0	1.677107482858986e-3	0.23179799150251057
BPTF	0.0	0.0	0.0	0.0
BSX	2.879010891963496e-2	0.1370049829530553	2.446603857347207e-2	2.2064503669370406e-2
CARF	0.7937591992934943	1.0	0.9993587530212598	1.4918887601390485e-2
CCDC169-SOHLH2	1.0	1.0	0.9946233907167168	0.9998551564310545
CDC5L	0.0	1.5211119853133503e-3	0.0	0.0
CDX1	0.0	0.0	0.0	0.0
CDX2	2.060641742714142e-3	5.769735116705976e-3	3.7981551817688475e-3	2.9934337582078197e-3
CDX4	9.090373859287604e-2	0.17985837922895354	3.965865930054757e-2	1.6222479721900385e-2
CEBPA	0.0	9.388932599003419e-3	0.0	5.5040556199305035e-3
CEBPB	2.29614365616726e-3	1.7151848937844272e-2	0.0	5.310930861336383e-4
CEBPD	4.592287312334409e-3	1.6837136113296625e-2	9.668031371775299e-3	7.193897257628423e-3
CEBPE	5.534294966146547e-3	4.9986886965643795e-2	4.493661520248604e-2	0.0
CEBPG	0.0	1.1539470233411508e-3	0.0	0.0
CEBPZ	7.065057403591313e-4	0.0	7.892270507571242e-4	0.0
CENPB	1.0	1.0	0.18971045232575345	1.0
CENPBD1	0.9696202531645569	1.0	1.0	1.0
CIC	6.476302619958796e-4	0.0	0.0	1.207029741212784e-3
CLOCK	0.12304974977921701	1.0	0.0	0.8391270760911549
CPEB1	4.29790992051815e-3	1.3794912142669813e-2	8.434864104967188e-3	6.56624179219778e-3
CREB1	0.0	0.0	0.0	0.0
CREB3	0.0	0.0	0.0	0.0
CREB3L1	1.0597586105387524e-3	1.3375295043273061e-2	7.399003600848442e-3	7.435303205871047e-3
CREB3L2	7.065057403591424e-3	5.245213742460009e-3	5.228629211266211e-3	5.4074932406334986e-3
CREB3L4	0.0	3.4723314975085184e-2	1.2233019286736035e-2	1.6222479721900385e-2
CREB5	0.7113924050632912	0.9423026488329399	0.3567799536329108	0.6039494013132484
CREBL2	5.622608183691491e-2	1.620771046420144e-2	3.936269915651358e-2	0.16550791811510235
CREBZF	2.119517221077394e-3	1.0490427484920462e-3	0.0	4.683275395905739e-3
CREM	0.0	0.0	0.0	0.0
CRX	8.59581984103619e-3	1.0490427484921572e-4	5.721896117989456e-3	3.471417535728083e-2
CTCF	0.0	0.0	0.0	0.0
CTCFL	2.8848984397997768e-3	0.0	2.9596014403393545e-3	2.945152568559317e-3
CUX1	0.0	0.0	0.0	0.0
CUX2	1.0	1.0	1.0	5.648899188876011e-3
CXXC1	0.0	6.818777865198467e-4	0.0	0.0
CXXC4	1.0	1.0	1.0	1.0
CXXC5	1.0597586105387524e-3	0.9997901914503016	0.37922359788881765	0.1428157589803013
DBP	0.0	0.0	5.721896117989456e-3	0.0
DBX1	9.567265234030031e-2	2.2082349855756633e-2	2.3331524688008698e-2	2.1098879876400134e-2
DBX2	0.7302325581395348	0.900445843168109	0.504118778671139	0.15585168018539974
DDIT3	3.17338828377981e-2	2.8009441384736378e-2	0.18610960390667386	6.75936655079179e-3
DLX1	0.8001177509567265	0.8578022554419092	0.5052039658659301	0.22991502510621864
DLX2	0.584927877539005	0.5706268030422239	0.19691214916391264	6.131711085361147e-2
DLX3	2.7671474830732734e-3	9.756097560975618e-3	6.856410003452829e-3	5.06952491309387e-3
DLX4	2.378569325875768e-2	6.850249147652765e-2	2.3479504760025693e-2	1.3663576670529198e-2
DLX5	0.30803650279658523	0.44935746131654863	0.16105164504513392	5.286790266512165e-2
DLX6	0.7070356196644098	0.8362968790978232	0.40211118236077537	0.1825994592506759
DMBX1	1.0	1.4948859166010964e-2	8.533517486311815e-3	0.9432213209733488
DMRT1	4.356785398881402e-3	8.654602675059009e-2	6.264489715384991e-2	1.3663576670529198e-2
DMRT2	4.498086546953195e-2	2.087595069499082e-2	9.273417846396681e-3	7.6284279644650566e-3
DMRT3	1.8781277597880508e-2	0.2635195384211907	8.553248162580773e-2	2.4913093858632718e-2
DMRTA1	2.8848984397997768e-3	3.802779963283509e-2	2.0618556701030966e-2	8.738895326380836e-3
DMRTA2	1.5778628201354117e-2	0.5181746656176239	0.4725990233315247	3.176902278872151e-2
DMRTB1	0.9234030026493966	0.4483084185680567	6.688699255166974e-2	8.386442641946701e-2
