	Naive	Naive	Naive	Naive	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	GC	GC	GC	GC
NKX2-5	2.1339786959987056e-4	2.1339786959987056e-4	2.1339786959987056e-4	2.1339786959987056e-4	1.6158783145647836e-4	1.6158783145647836e-4	1.6158783145647836e-4	1.6158783145647836e-4	1.4701762909815052e-4	1.4701762909815052e-4	1.4701762909815052e-4	1.4701762909815052e-4	2.040690460365478e-4	2.040690460365478e-4	2.040690460365478e-4	2.040690460365478e-4
NKX2-6	2.80945542453168e-5	2.80945542453168e-5	2.80945542453168e-5	2.80945542453168e-5	4.10401683327409e-5	4.10401683327409e-5	4.10401683327409e-5	4.10401683327409e-5	1.7347292858072288e-5	1.7347292858072288e-5	1.7347292858072288e-5	1.7347292858072288e-5	1.595641285597984e-5	1.595641285597984e-5	1.595641285597984e-5	1.595641285597984e-5
NKX2-8	5.8275712000562004e-5	5.8275712000562004e-5	5.8275712000562004e-5	5.8275712000562004e-5	9.274802223095194e-5	9.274802223095194e-5	9.274802223095194e-5	9.274802223095194e-5	6.128763749876562e-5	6.128763749876562e-5	6.128763749876562e-5	6.128763749876562e-5	5.444941099272308e-5	5.444941099272308e-5	5.444941099272308e-5	5.444941099272308e-5
NKX3-1	3.65986363467137e-4	3.65986363467137e-4	3.65986363467137e-4	3.65986363467137e-4	6.0875359377470954e-5	6.0875359377470954e-5	6.0875359377470954e-5	6.0875359377470954e-5	5.4542047613114305e-5	5.4542047613114305e-5	5.4542047613114305e-5	5.4542047613114305e-5	6.384567443357764e-5	6.384567443357764e-5	6.384567443357764e-5	6.384567443357764e-5
NKX3-2	8.802214722559741e-5	8.802214722559741e-5	8.802214722559741e-5	8.802214722559741e-5	8.931019074383147e-5	8.931019074383147e-5	8.931019074383147e-5	8.931019074383147e-5	1.2917606084379934e-4	1.2917606084379934e-4	1.2917606084379934e-4	1.2917606084379934e-4	1.2588304624548037e-4	1.2588304624548037e-4	1.2588304624548037e-4	1.2588304624548037e-4
NKX6-1	1.7543172720673302e-5	1.7543172720673302e-5	1.7543172720673302e-5	1.7543172720673302e-5	3.908289237026636e-5	3.908289237026636e-5	3.908289237026636e-5	3.908289237026636e-5	1.7023795729866563e-5	1.7023795729866563e-5	1.7023795729866563e-5	1.7023795729866563e-5	3.2559623709777616e-5	3.2559623709777616e-5	3.2559623709777616e-5	3.2559623709777616e-5
NKX6-2	2.9244820022421114e-5	2.9244820022421114e-5	2.9244820022421114e-5	2.9244820022421114e-5	4.686354970049197e-5	4.686354970049197e-5	4.686354970049197e-5	4.686354970049197e-5	1.8759058047837883e-5	1.8759058047837883e-5	1.8759058047837883e-5	1.8759058047837883e-5	2.963810125311178e-5	2.963810125311178e-5	2.963810125311178e-5	2.963810125311178e-5
NKX6-3	2.227613297940982e-5	2.227613297940982e-5	2.227613297940982e-5	2.227613297940982e-5	3.834867980091116e-5	3.834867980091116e-5	3.834867980091116e-5	3.834867980091116e-5	1.4430048197020877e-5	1.4430048197020877e-5	1.4430048197020877e-5	1.4430048197020877e-5	1.5144761670837529e-5	1.5144761670837529e-5	1.5144761670837529e-5	1.5144761670837529e-5
NOBOX	2.0109457675361436e-5	2.0109457675361436e-5	2.0109457675361436e-5	2.0109457675361436e-5	5.2553651566591015e-5	5.2553651566591015e-5	5.2553651566591015e-5	5.2553651566591015e-5	2.287023560974034e-5	2.287023560974034e-5	2.287023560974034e-5	2.287023560974034e-5	3.108802180358388e-5	3.108802180358388e-5	3.108802180358388e-5	3.108802180358388e-5
NOTO	3.2605774152688654e-5	3.2605774152688654e-5	3.2605774152688654e-5	3.2605774152688654e-5	5.5411426802145535e-5	5.5411426802145535e-5	5.5411426802145535e-5	5.5411426802145535e-5	2.4558934170214035e-5	2.4558934170214035e-5	2.4558934170214035e-5	2.4558934170214035e-5	2.2052130425546443e-5	2.2052130425546443e-5	2.2052130425546443e-5	2.2052130425546443e-5
NPAS2	3.092901804247799e-5	3.092901804247799e-5	3.092901804247799e-5	3.092901804247799e-5	4.71164184212874e-5	4.71164184212874e-5	4.71164184212874e-5	4.71164184212874e-5	1.9296347211775695e-5	1.9296347211775695e-5	1.9296347211775695e-5	1.9296347211775695e-5	5.2930223911567466e-5	5.2930223911567466e-5	5.2930223911567466e-5	5.2930223911567466e-5
NR0B1	3.151722063042529e-5	3.151722063042529e-5	3.151722063042529e-5	3.151722063042529e-5	4.962593870870998e-5	4.962593870870998e-5	4.962593870870998e-5	4.962593870870998e-5	4.553755836297902e-5	4.553755836297902e-5	4.553755836297902e-5	4.553755836297902e-5	3.5669997768884794e-5	3.5669997768884794e-5	3.5669997768884794e-5	3.5669997768884794e-5
NR1D1	2.746330841910316e-4	2.746330841910316e-4	2.746330841910316e-4	2.746330841910316e-4	2.1966413250490234e-4	2.1966413250490234e-4	2.1966413250490234e-4	2.1966413250490234e-4	3.039973730870453e-4	3.039973730870453e-4	3.039973730870453e-4	3.039973730870453e-4	3.824113194566179e-4	3.824113194566179e-4	3.824113194566179e-4	3.824113194566179e-4
NR1D2	1.5598133893288547e-4	1.5598133893288547e-4	1.5598133893288547e-4	1.5598133893288547e-4	2.3500887786335675e-4	2.3500887786335675e-4	2.3500887786335675e-4	2.3500887786335675e-4	4.7458267495796494e-5	4.7458267495796494e-5	4.7458267495796494e-5	4.7458267495796494e-5	1.7286183068542212e-4	1.7286183068542212e-4	1.7286183068542212e-4	1.7286183068542212e-4
NR1H2	1.8752835099465447e-4	1.8752835099465447e-4	1.8752835099465447e-4	1.8752835099465447e-4	1.2337897645654035e-4	1.2337897645654035e-4	1.2337897645654035e-4	1.2337897645654035e-4	2.344787803201886e-4	2.344787803201886e-4	2.344787803201886e-4	2.344787803201886e-4	2.08149151687957e-4	2.08149151687957e-4	2.08149151687957e-4	2.08149151687957e-4
NR1H3	1.0188487934031378e-4	1.0188487934031378e-4	1.0188487934031378e-4	1.0188487934031378e-4	3.533737493570336e-4	3.533737493570336e-4	3.533737493570336e-4	3.533737493570336e-4	5.52135378369207e-5	5.52135378369207e-5	5.52135378369207e-5	5.52135378369207e-5	1.5928756676331833e-4	1.5928756676331833e-4	1.5928756676331833e-4	1.5928756676331833e-4
NR1H4	6.0389847960771635e-5	6.0389847960771635e-5	6.0389847960771635e-5	6.0389847960771635e-5	5.422989679983311e-5	5.422989679983311e-5	5.422989679983311e-5	5.422989679983311e-5	4.915335996663564e-5	4.915335996663564e-5	4.915335996663564e-5	4.915335996663564e-5	4.956511423798585e-5	4.956511423798585e-5	4.956511423798585e-5	4.956511423798585e-5
NR1I2	5.756630222424617e-5	5.756630222424617e-5	5.756630222424617e-5	5.756630222424617e-5	1.2870814535191372e-4	1.2870814535191372e-4	1.2870814535191372e-4	1.2870814535191372e-4	3.6215697841905984e-5	3.6215697841905984e-5	3.6215697841905984e-5	3.6215697841905984e-5	5.2423354296189896e-5	5.2423354296189896e-5	5.2423354296189896e-5	5.2423354296189896e-5
NR1I3	2.977667994595013e-5	2.977667994595013e-5	2.977667994595013e-5	2.977667994595013e-5	1.322933122607262e-4	1.322933122607262e-4	1.322933122607262e-4	1.322933122607262e-4	2.297993780342341e-5	2.297993780342341e-5	2.297993780342341e-5	2.297993780342341e-5	4.1722029516062295e-5	4.1722029516062295e-5	4.1722029516062295e-5	4.1722029516062295e-5
NR2C1	3.084543714644964e-4	3.084543714644964e-4	3.084543714644964e-4	3.084543714644964e-4	1.6201692192995687e-4	1.6201692192995687e-4	1.6201692192995687e-4	1.6201692192995687e-4	5.069078899356676e-5	5.069078899356676e-5	5.069078899356676e-5	5.069078899356676e-5	3.189604204231665e-4	3.189604204231665e-4	3.189604204231665e-4	3.189604204231665e-4
NR2C2	8.493342009584009e-4	8.493342009584009e-4	8.493342009584009e-4	8.493342009584009e-4	8.855073794268561e-4	8.855073794268561e-4	8.855073794268561e-4	8.855073794268561e-4	1.6716523904499675e-3	1.6716523904499675e-3	1.6716523904499675e-3	1.6716523904499675e-3	1.0007860174138712e-3	1.0007860174138712e-3	1.0007860174138712e-3	1.0007860174138712e-3
NR2E1	5.1106061521818274e-5	5.1106061521818274e-5	5.1106061521818274e-5	5.1106061521818274e-5	9.793994160655211e-5	9.793994160655211e-5	9.793994160655211e-5	9.793994160655211e-5	5.649874227743523e-5	5.649874227743523e-5	5.649874227743523e-5	5.649874227743523e-5	4.991013513602916e-5	4.991013513602916e-5	4.991013513602916e-5	4.991013513602916e-5
NR2E3	1.4844300621980538e-4	1.4844300621980538e-4	1.4844300621980538e-4	1.4844300621980538e-4	1.8041746514811793e-4	1.8041746514811793e-4	1.8041746514811793e-4	1.8041746514811793e-4	1.4456993408388114e-4	1.4456993408388114e-4	1.4456993408388114e-4	1.4456993408388114e-4	2.0332502847436902e-4	2.0332502847436902e-4	2.0332502847436902e-4	2.0332502847436902e-4
NR2F1	7.414514914928989e-5	7.414514914928989e-5	7.414514914928989e-5	7.414514914928989e-5	9.162125550471608e-5	9.162125550471608e-5	9.162125550471608e-5	9.162125550471608e-5	1.0225655828909988e-4	1.0225655828909988e-4	1.0225655828909988e-4	1.0225655828909988e-4	8.2016584011211e-5	8.2016584011211e-5	8.2016584011211e-5	8.2016584011211e-5
NR2F2	4.5517941641626955e-5	4.5517941641626955e-5	4.5517941641626955e-5	4.5517941641626955e-5	5.06011479321216e-5	5.06011479321216e-5	5.06011479321216e-5	5.06011479321216e-5	5.1576697485832134e-5	5.1576697485832134e-5	5.1576697485832134e-5	5.1576697485832134e-5	4.6836048184489015e-5	4.6836048184489015e-5	4.6836048184489015e-5	4.6836048184489015e-5
NR2F6	9.104261120617234e-4	9.104261120617234e-4	9.104261120617234e-4	9.104261120617234e-4	1.8082163003902064e-4	1.8082163003902064e-4	1.8082163003902064e-4	1.8082163003902064e-4	5.116631595589207e-4	5.116631595589207e-4	5.116631595589207e-4	5.116631595589207e-4	4.0760896745920645e-4	4.0760896745920645e-4	4.0760896745920645e-4	4.0760896745920645e-4
NR3C1	1.0156301520867362e-3	1.0156301520867362e-3	1.0156301520867362e-3	1.0156301520867362e-3	9.595818334579213e-4	9.595818334579213e-4	9.595818334579213e-4	9.595818334579213e-4	9.215031616484672e-4	9.215031616484672e-4	9.215031616484672e-4	9.215031616484672e-4	2.1600310827562296e-3	2.1600310827562296e-3	2.1600310827562296e-3	2.1600310827562296e-3
NR3C2	4.2086594378812136e-5	4.2086594378812136e-5	4.2086594378812136e-5	4.2086594378812136e-5	5.976802518315721e-5	5.976802518315721e-5	5.976802518315721e-5	5.976802518315721e-5	3.350974939762778e-5	3.350974939762778e-5	3.350974939762778e-5	3.350974939762778e-5	3.959182126256032e-5	3.959182126256032e-5	3.959182126256032e-5	3.959182126256032e-5
NR4A1	1.3679837014361805e-3	1.3679837014361805e-3	1.3679837014361805e-3	1.3679837014361805e-3	6.675914723977714e-4	6.675914723977714e-4	6.675914723977714e-4	6.675914723977714e-4	1.101549044266339e-3	1.101549044266339e-3	1.101549044266339e-3	1.101549044266339e-3	1.1948921765755828e-3	1.1948921765755828e-3	1.1948921765755828e-3	1.1948921765755828e-3
NR4A2	1.4477322535206179e-3	1.4477322535206179e-3	1.4477322535206179e-3	1.4477322535206179e-3	6.098579867565743e-4	6.098579867565743e-4	6.098579867565743e-4	6.098579867565743e-4	1.2357041014827473e-3	1.2357041014827473e-3	1.2357041014827473e-3	1.2357041014827473e-3	2.936916267435696e-3	2.936916267435696e-3	2.936916267435696e-3	2.936916267435696e-3
NR4A3	1.9711635456882965e-4	1.9711635456882965e-4	1.9711635456882965e-4	1.9711635456882965e-4	9.140139691540982e-5	9.140139691540982e-5	9.140139691540982e-5	9.140139691540982e-5	2.3467982473624616e-4	2.3467982473624616e-4	2.3467982473624616e-4	2.3467982473624616e-4	1.6218111854311728e-4	1.6218111854311728e-4	1.6218111854311728e-4	1.6218111854311728e-4
NR5A1	3.9258000372013675e-5	3.9258000372013675e-5	3.9258000372013675e-5	3.9258000372013675e-5	5.1689672958770624e-5	5.1689672958770624e-5	5.1689672958770624e-5	5.1689672958770624e-5	4.127848121022282e-5	4.127848121022282e-5	4.127848121022282e-5	4.127848121022282e-5	4.473254097244164e-5	4.473254097244164e-5	4.473254097244164e-5	4.473254097244164e-5
NR5A2	9.688356646175627e-5	9.688356646175627e-5	9.688356646175627e-5	9.688356646175627e-5	1.301247845298984e-4	1.301247845298984e-4	1.301247845298984e-4	1.301247845298984e-4	1.848674372938517e-4	1.848674372938517e-4	1.848674372938517e-4	1.848674372938517e-4	4.5346202016241716e-4	4.5346202016241716e-4	4.5346202016241716e-4	4.5346202016241716e-4
NR6A1	7.202975524997713e-5	7.202975524997713e-5	7.202975524997713e-5	7.202975524997713e-5	1.8854001576257748e-4	1.8854001576257748e-4	1.8854001576257748e-4	1.8854001576257748e-4	1.7782823853321528e-5	1.7782823853321528e-5	1.7782823853321528e-5	1.7782823853321528e-5	7.090014484369256e-5	7.090014484369256e-5	7.090014484369256e-5	7.090014484369256e-5
NRF1	5.472739102342384e-3	5.472739102342384e-3	5.472739102342384e-3	5.472739102342384e-3	1.0716879026086975e-2	1.0716879026086975e-2	1.0716879026086975e-2	1.0716879026086975e-2	4.034490681400325e-3	4.034490681400325e-3	4.034490681400325e-3	4.034490681400325e-3	4.910247974263886e-3	4.910247974263886e-3	4.910247974263886e-3	4.910247974263886e-3
NRL	1.8418358043463008e-4	1.8418358043463008e-4	1.8418358043463008e-4	1.8418358043463008e-4	4.4925417110142284e-5	4.4925417110142284e-5	4.4925417110142284e-5	4.4925417110142284e-5	3.274558716895649e-5	3.274558716895649e-5	3.274558716895649e-5	3.274558716895649e-5	1.0028635704064188e-4	1.0028635704064188e-4	1.0028635704064188e-4	1.0028635704064188e-4
OLIG1	1.7858960226135195e-5	1.7858960226135195e-5	1.7858960226135195e-5	1.7858960226135195e-5	3.800458150497739e-5	3.800458150497739e-5	3.800458150497739e-5	3.800458150497739e-5	1.7502353699701543e-5	1.7502353699701543e-5	1.7502353699701543e-5	1.7502353699701543e-5	1.019424597060228e-5	1.019424597060228e-5	1.019424597060228e-5	1.019424597060228e-5
OLIG2	3.839902473899843e-5	3.839902473899843e-5	3.839902473899843e-5	3.839902473899843e-5	4.9079926296211184e-5	4.9079926296211184e-5	4.9079926296211184e-5	4.9079926296211184e-5	3.0446565935670393e-5	3.0446565935670393e-5	3.0446565935670393e-5	3.0446565935670393e-5	4.861643630885307e-5	4.861643630885307e-5	4.861643630885307e-5	4.861643630885307e-5
OLIG3	2.8602445305000168e-5	2.8602445305000168e-5	2.8602445305000168e-5	2.8602445305000168e-5	4.602773038830741e-5	4.602773038830741e-5	4.602773038830741e-5	4.602773038830741e-5	2.8854758994285426e-5	2.8854758994285426e-5	2.8854758994285426e-5	2.8854758994285426e-5	2.8712545129435054e-5	2.8712545129435054e-5	2.8712545129435054e-5	2.8712545129435054e-5
ONECUT1	2.8160617146908252e-5	2.8160617146908252e-5	2.8160617146908252e-5	2.8160617146908252e-5	5.446070124376213e-5	5.446070124376213e-5	5.446070124376213e-5	5.446070124376213e-5	2.443410170834533e-5	2.443410170834533e-5	2.443410170834533e-5	2.443410170834533e-5	2.8012555716117473e-5	2.8012555716117473e-5	2.8012555716117473e-5	2.8012555716117473e-5
ONECUT2	2.32691985505849e-5	2.32691985505849e-5	2.32691985505849e-5	2.32691985505849e-5	5.046342270721176e-5	5.046342270721176e-5	5.046342270721176e-5	5.046342270721176e-5	1.9548536675590466e-5	1.9548536675590466e-5	1.9548536675590466e-5	1.9548536675590466e-5	1.968025563167186e-5	1.968025563167186e-5	1.968025563167186e-5	1.968025563167186e-5
ONECUT3	2.4202673797789502e-5	2.4202673797789502e-5	2.4202673797789502e-5	2.4202673797789502e-5	6.155563198914437e-5	6.155563198914437e-5	6.155563198914437e-5	6.155563198914437e-5	2.0155222414366336e-5	2.0155222414366336e-5	2.0155222414366336e-5	2.0155222414366336e-5	2.5839883006072003e-5	2.5839883006072003e-5	2.5839883006072003e-5	2.5839883006072003e-5
OSR1	2.8778276182694778e-5	2.8778276182694778e-5	2.8778276182694778e-5	2.8778276182694778e-5	5.581434747413259e-5	5.581434747413259e-5	5.581434747413259e-5	5.581434747413259e-5	2.1621202020658345e-5	2.1621202020658345e-5	2.1621202020658345e-5	2.1621202020658345e-5	2.6741202396473605e-5	2.6741202396473605e-5	2.6741202396473605e-5	2.6741202396473605e-5
OSR2	8.006094812884826e-5	8.006094812884826e-5	8.006094812884826e-5	8.006094812884826e-5	9.411477922726422e-5	9.411477922726422e-5	9.411477922726422e-5	9.411477922726422e-5	1.0797791984130982e-4	1.0797791984130982e-4	1.0797791984130982e-4	1.0797791984130982e-4	6.960616559160912e-4	6.960616559160912e-4	6.960616559160912e-4	6.960616559160912e-4
OTP	1.6846717792689257e-5	1.6846717792689257e-5	1.6846717792689257e-5	1.6846717792689257e-5	3.965312715658781e-5	3.965312715658781e-5	3.965312715658781e-5	3.965312715658781e-5	1.4277324897141028e-5	1.4277324897141028e-5	1.4277324897141028e-5	1.4277324897141028e-5	1.2391734398959703e-5	1.2391734398959703e-5	1.2391734398959703e-5	1.2391734398959703e-5
OTX1	2.665789329388069e-5	2.665789329388069e-5	2.665789329388069e-5	2.665789329388069e-5	4.907875427020068e-5	4.907875427020068e-5	4.907875427020068e-5	4.907875427020068e-5	2.1469703778734787e-5	2.1469703778734787e-5	2.1469703778734787e-5	2.1469703778734787e-5	2.1508107528124268e-5	2.1508107528124268e-5	2.1508107528124268e-5	2.1508107528124268e-5
OTX2	1.876987851606428e-5	1.876987851606428e-5	1.876987851606428e-5	1.876987851606428e-5	4.129954602073693e-5	4.129954602073693e-5	4.129954602073693e-5	4.129954602073693e-5	1.6618702010965007e-5	1.6618702010965007e-5	1.6618702010965007e-5	1.6618702010965007e-5	1.365530359227042e-5	1.365530359227042e-5	1.365530359227042e-5	1.365530359227042e-5
OVOL1	2.3618241292591657e-5	2.3618241292591657e-5	2.3618241292591657e-5	2.3618241292591657e-5	5.5497013383782744e-5	5.5497013383782744e-5	5.5497013383782744e-5	5.5497013383782744e-5	7.007638253891485e-5	7.007638253891485e-5	7.007638253891485e-5	7.007638253891485e-5	2.4856185915743247e-5	2.4856185915743247e-5	2.4856185915743247e-5	2.4856185915743247e-5
OVOL2	1.7307581876301573e-5	1.7307581876301573e-5	1.7307581876301573e-5	1.7307581876301573e-5	4.473577550760327e-5	4.473577550760327e-5	4.473577550760327e-5	4.473577550760327e-5	5.0572626268824604e-5	5.0572626268824604e-5	5.0572626268824604e-5	5.0572626268824604e-5	1.4127767821764213e-5	1.4127767821764213e-5	1.4127767821764213e-5	1.4127767821764213e-5
PATZ1	8.303381268752074e-4	8.303381268752074e-4	8.303381268752074e-4	8.303381268752074e-4	3.221017171241208e-4	3.221017171241208e-4	3.221017171241208e-4	3.221017171241208e-4	8.632791565476571e-4	8.632791565476571e-4	8.632791565476571e-4	8.632791565476571e-4	9.166948918617322e-4	9.166948918617322e-4	9.166948918617322e-4	9.166948918617322e-4
PAX1	5.555429716335877e-5	5.555429716335877e-5	5.555429716335877e-5	5.555429716335877e-5	9.31107384369992e-5	9.31107384369992e-5	9.31107384369992e-5	9.31107384369992e-5	4.3510648899987774e-5	4.3510648899987774e-5	4.3510648899987774e-5	4.3510648899987774e-5	3.166175840322937e-5	3.166175840322937e-5	3.166175840322937e-5	3.166175840322937e-5
PAX2	1.5050750381220856e-4	1.5050750381220856e-4	1.5050750381220856e-4	1.5050750381220856e-4	7.897663334297496e-5	7.897663334297496e-5	7.897663334297496e-5	7.897663334297496e-5	6.099828112878167e-5	6.099828112878167e-5	6.099828112878167e-5	6.099828112878167e-5	7.162880583945632e-5	7.162880583945632e-5	7.162880583945632e-5	7.162880583945632e-5
PAX3	3.56860642287226e-5	3.56860642287226e-5	3.56860642287226e-5	3.56860642287226e-5	6.530407275694459e-5	6.530407275694459e-5	6.530407275694459e-5	6.530407275694459e-5	3.133311049257277e-5	3.133311049257277e-5	3.133311049257277e-5	3.133311049257277e-5	3.6237383464118876e-5	3.6237383464118876e-5	3.6237383464118876e-5	3.6237383464118876e-5
PAX4	2.0704101007691287e-4	2.0704101007691287e-4	2.0704101007691287e-4	2.0704101007691287e-4	1.2148139295612093e-4	1.2148139295612093e-4	1.2148139295612093e-4	1.2148139295612093e-4	9.286032829648782e-5	9.286032829648782e-5	9.286032829648782e-5	9.286032829648782e-5	9.422721444275918e-5	9.422721444275918e-5	9.422721444275918e-5	9.422721444275918e-5
PAX5	1.3008396994287435e-3	1.3008396994287435e-3	1.3008396994287435e-3	1.3008396994287435e-3	2.17427655052241e-3	2.17427655052241e-3	2.17427655052241e-3	2.17427655052241e-3	1.8859096374989372e-3	1.8859096374989372e-3	1.8859096374989372e-3	1.8859096374989372e-3	3.365904148522056e-4	3.365904148522056e-4	3.365904148522056e-4	3.365904148522056e-4
PAX6	7.795271936552519e-4	7.795271936552519e-4	7.795271936552519e-4	7.795271936552519e-4	5.687707761781618e-4	5.687707761781618e-4	5.687707761781618e-4	5.687707761781618e-4	7.298006290018932e-4	7.298006290018932e-4	7.298006290018932e-4	7.298006290018932e-4	2.2669570631316712e-4	2.2669570631316712e-4	2.2669570631316712e-4	2.2669570631316712e-4
PAX7	1.3680756511878404e-4	1.3680756511878404e-4	1.3680756511878404e-4	1.3680756511878404e-4	3.8951451931005057e-4	3.8951451931005057e-4	3.8951451931005057e-4	3.8951451931005057e-4	1.1259298575755776e-4	1.1259298575755776e-4	1.1259298575755776e-4	1.1259298575755776e-4	1.2310447273678634e-4	1.2310447273678634e-4	1.2310447273678634e-4	1.2310447273678634e-4
PAX8	6.391470651176616e-5	6.391470651176616e-5	6.391470651176616e-5	6.391470651176616e-5	9.317920182904173e-5	9.317920182904173e-5	9.317920182904173e-5	9.317920182904173e-5	6.79398896316458e-5	6.79398896316458e-5	6.79398896316458e-5	6.79398896316458e-5	2.0891221768952193e-4	2.0891221768952193e-4	2.0891221768952193e-4	2.0891221768952193e-4
PAX9	5.089329190475051e-5	5.089329190475051e-5	5.089329190475051e-5	5.089329190475051e-5	9.094007182096798e-5	9.094007182096798e-5	9.094007182096798e-5	9.094007182096798e-5	4.1101007634963115e-5	4.1101007634963115e-5	4.1101007634963115e-5	4.1101007634963115e-5	3.334164810904804e-5	3.334164810904804e-5	3.334164810904804e-5	3.334164810904804e-5
PBX1	3.295717409314972e-4	3.295717409314972e-4	3.295717409314972e-4	3.295717409314972e-4	2.492453555745765e-4	2.492453555745765e-4	2.492453555745765e-4	2.492453555745765e-4	2.2995358076058808e-4	2.2995358076058808e-4	2.2995358076058808e-4	2.2995358076058808e-4	3.331035137042856e-4	3.331035137042856e-4	3.331035137042856e-4	3.331035137042856e-4
PBX2	7.552610192049266e-4	7.552610192049266e-4	7.552610192049266e-4	7.552610192049266e-4	6.708361632861074e-4	6.708361632861074e-4	6.708361632861074e-4	6.708361632861074e-4	3.8322294970708366e-4	3.8322294970708366e-4	3.8322294970708366e-4	3.8322294970708366e-4	4.050140715734179e-4	4.050140715734179e-4	4.050140715734179e-4	4.050140715734179e-4
PBX3	3.6070084938340957e-3	3.6070084938340957e-3	3.6070084938340957e-3	3.6070084938340957e-3	6.687182733933663e-4	6.687182733933663e-4	6.687182733933663e-4	6.687182733933663e-4	4.88127984541754e-3	4.88127984541754e-3	4.88127984541754e-3	4.88127984541754e-3	4.0961687585701215e-3	4.0961687585701215e-3	4.0961687585701215e-3	4.0961687585701215e-3
PBX4	1.9889891083039673e-4	1.9889891083039673e-4	1.9889891083039673e-4	1.9889891083039673e-4	1.5048850662703871e-4	1.5048850662703871e-4	1.5048850662703871e-4	1.5048850662703871e-4	4.4740699531215406e-5	4.4740699531215406e-5	4.4740699531215406e-5	4.4740699531215406e-5	9.440991176833433e-5	9.440991176833433e-5	9.440991176833433e-5	9.440991176833433e-5
PDX1	4.6731065907545965e-5	4.6731065907545965e-5	4.6731065907545965e-5	4.6731065907545965e-5	5.44179604087106e-5	5.44179604087106e-5	5.44179604087106e-5	5.44179604087106e-5	2.8453679811669746e-5	2.8453679811669746e-5	2.8453679811669746e-5	2.8453679811669746e-5	6.686500158827201e-5	6.686500158827201e-5	6.686500158827201e-5	6.686500158827201e-5
PGR	9.468722680107684e-5	9.468722680107684e-5	9.468722680107684e-5	9.468722680107684e-5	8.713866843877919e-5	8.713866843877919e-5	8.713866843877919e-5	8.713866843877919e-5	8.094619046476509e-5	8.094619046476509e-5	8.094619046476509e-5	8.094619046476509e-5	1.2336334467335868e-4	1.2336334467335868e-4	1.2336334467335868e-4	1.2336334467335868e-4
PHF1	4.751525224591527e-5	4.751525224591527e-5	4.751525224591527e-5	4.751525224591527e-5	1.2520604552116864e-4	1.2520604552116864e-4	1.2520604552116864e-4	1.2520604552116864e-4	6.921940000783719e-5	6.921940000783719e-5	6.921940000783719e-5	6.921940000783719e-5	8.12345953755154e-5	8.12345953755154e-5	8.12345953755154e-5	8.12345953755154e-5
PHOX2A	1.963671844877521e-5	1.963671844877521e-5	1.963671844877521e-5	1.963671844877521e-5	4.333604301436164e-5	4.333604301436164e-5	4.333604301436164e-5	4.333604301436164e-5	1.8726666641066974e-5	1.8726666641066974e-5	1.8726666641066974e-5	1.8726666641066974e-5	2.22059228029772e-5	2.22059228029772e-5	2.22059228029772e-5	2.22059228029772e-5
PHOX2B	5.932412019353613e-5	5.932412019353613e-5	5.932412019353613e-5	5.932412019353613e-5	1.349413875524833e-4	1.349413875524833e-4	1.349413875524833e-4	1.349413875524833e-4	4.707032100457753e-5	4.707032100457753e-5	4.707032100457753e-5	4.707032100457753e-5	7.504361748884895e-5	7.504361748884895e-5	7.504361748884895e-5	7.504361748884895e-5
PITX1	2.6628613409711734e-5	2.6628613409711734e-5	2.6628613409711734e-5	2.6628613409711734e-5	4.880932497138483e-5	4.880932497138483e-5	4.880932497138483e-5	4.880932497138483e-5	2.4113190742348814e-5	2.4113190742348814e-5	2.4113190742348814e-5	2.4113190742348814e-5	2.0514737318245555e-5	2.0514737318245555e-5	2.0514737318245555e-5	2.0514737318245555e-5
PITX2	3.0083257597838903e-5	3.0083257597838903e-5	3.0083257597838903e-5	3.0083257597838903e-5	1.45649831475329e-4	1.45649831475329e-4	1.45649831475329e-4	1.45649831475329e-4	2.915454758951728e-5	2.915454758951728e-5	2.915454758951728e-5	2.915454758951728e-5	2.8026065640177195e-5	2.8026065640177195e-5	2.8026065640177195e-5	2.8026065640177195e-5
PITX3	2.7624155852555635e-5	2.7624155852555635e-5	2.7624155852555635e-5	2.7624155852555635e-5	5.400998515406708e-5	5.400998515406708e-5	5.400998515406708e-5	5.400998515406708e-5	2.477166623668457e-5	2.477166623668457e-5	2.477166623668457e-5	2.477166623668457e-5	3.2458489706303835e-5	3.2458489706303835e-5	3.2458489706303835e-5	3.2458489706303835e-5
PKNOX1	4.090856349434207e-5	4.090856349434207e-5	4.090856349434207e-5	4.090856349434207e-5	5.905696119174234e-4	5.905696119174234e-4	5.905696119174234e-4	5.905696119174234e-4	6.301454203170158e-5	6.301454203170158e-5	6.301454203170158e-5	6.301454203170158e-5	1.5264134214521753e-4	1.5264134214521753e-4	1.5264134214521753e-4	1.5264134214521753e-4
PKNOX2	2.3107195778018584e-5	2.3107195778018584e-5	2.3107195778018584e-5	2.3107195778018584e-5	9.377894470650414e-5	9.377894470650414e-5	9.377894470650414e-5	9.377894470650414e-5	2.283767956306226e-5	2.283767956306226e-5	2.283767956306226e-5	2.283767956306226e-5	2.7509903660797908e-5	2.7509903660797908e-5	2.7509903660797908e-5	2.7509903660797908e-5
