	Naive	Naive	Naive	Naive	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Early_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	Late_Pre_TFH	GC	GC	GC	GC
PLAG1	2.053566963886689e-3	2.053566963886689e-3	2.053566963886689e-3	2.053566963886689e-3	2.168247160283326e-4	2.168247160283326e-4	2.168247160283326e-4	2.168247160283326e-4	4.956413724730765e-4	4.956413724730765e-4	4.956413724730765e-4	4.956413724730765e-4	1.2613320759648368e-3	1.2613320759648368e-3	1.2613320759648368e-3	1.2613320759648368e-3
PLAGL1	5.163974447997537e-4	5.163974447997537e-4	5.163974447997537e-4	5.163974447997537e-4	7.67138343858682e-5	7.67138343858682e-5	7.67138343858682e-5	7.67138343858682e-5	4.667601167858587e-5	4.667601167858587e-5	4.667601167858587e-5	4.667601167858587e-5	4.738634274072136e-4	4.738634274072136e-4	4.738634274072136e-4	4.738634274072136e-4
PLAGL2	5.508253693645414e-4	5.508253693645414e-4	5.508253693645414e-4	5.508253693645414e-4	3.393667643713784e-4	3.393667643713784e-4	3.393667643713784e-4	3.393667643713784e-4	4.9558330676384924e-5	4.9558330676384924e-5	4.9558330676384924e-5	4.9558330676384924e-5	4.766845526087537e-4	4.766845526087537e-4	4.766845526087537e-4	4.766845526087537e-4
POGK	1.2011465895202692e-4	1.2011465895202692e-4	1.2011465895202692e-4	1.2011465895202692e-4	1.411200311543043e-4	1.411200311543043e-4	1.411200311543043e-4	1.411200311543043e-4	3.005434130255477e-4	3.005434130255477e-4	3.005434130255477e-4	3.005434130255477e-4	2.5378930476471464e-4	2.5378930476471464e-4	2.5378930476471464e-4	2.5378930476471464e-4
POU1F1	1.34674576701915e-4	1.34674576701915e-4	1.34674576701915e-4	1.34674576701915e-4	1.0923178153671306e-4	1.0923178153671306e-4	1.0923178153671306e-4	1.0923178153671306e-4	1.1453852100931907e-4	1.1453852100931907e-4	1.1453852100931907e-4	1.1453852100931907e-4	1.6030830125815927e-4	1.6030830125815927e-4	1.6030830125815927e-4	1.6030830125815927e-4
POU2AF1	1.2884257531686256e-4	1.2884257531686256e-4	1.2884257531686256e-4	1.2884257531686256e-4	1.9591469264710243e-4	1.9591469264710243e-4	1.9591469264710243e-4	1.9591469264710243e-4	5.209621363712147e-4	5.209621363712147e-4	5.209621363712147e-4	5.209621363712147e-4	1.403988317040214e-3	1.403988317040214e-3	1.403988317040214e-3	1.403988317040214e-3
POU2F1	3.444152981171843e-4	3.444152981171843e-4	3.444152981171843e-4	3.444152981171843e-4	5.899910718216122e-4	5.899910718216122e-4	5.899910718216122e-4	5.899910718216122e-4	9.91549164048632e-4	9.91549164048632e-4	9.91549164048632e-4	9.91549164048632e-4	7.98822977603656e-4	7.98822977603656e-4	7.98822977603656e-4	7.98822977603656e-4
POU2F2	4.156493703076538e-4	4.156493703076538e-4	4.156493703076538e-4	4.156493703076538e-4	1.298845920314276e-4	1.298845920314276e-4	1.298845920314276e-4	1.298845920314276e-4	3.847919291127266e-3	3.847919291127266e-3	3.847919291127266e-3	3.847919291127266e-3	1.3321355002025134e-3	1.3321355002025134e-3	1.3321355002025134e-3	1.3321355002025134e-3
POU2F3	6.335962131431713e-5	6.335962131431713e-5	6.335962131431713e-5	6.335962131431713e-5	7.070917469447319e-5	7.070917469447319e-5	7.070917469447319e-5	7.070917469447319e-5	8.137672339835562e-5	8.137672339835562e-5	8.137672339835562e-5	8.137672339835562e-5	1.0743847487635476e-4	1.0743847487635476e-4	1.0743847487635476e-4	1.0743847487635476e-4
POU3F1	8.34733393417183e-5	8.34733393417183e-5	8.34733393417183e-5	8.34733393417183e-5	8.919345570829571e-5	8.919345570829571e-5	8.919345570829571e-5	8.919345570829571e-5	9.086292260430851e-5	9.086292260430851e-5	9.086292260430851e-5	9.086292260430851e-5	5.122626970932757e-4	5.122626970932757e-4	5.122626970932757e-4	5.122626970932757e-4
POU3F2	9.237862999941337e-5	9.237862999941337e-5	9.237862999941337e-5	9.237862999941337e-5	1.0119228582169002e-4	1.0119228582169002e-4	1.0119228582169002e-4	1.0119228582169002e-4	8.711821139595508e-5	8.711821139595508e-5	8.711821139595508e-5	8.711821139595508e-5	1.889840181507431e-4	1.889840181507431e-4	1.889840181507431e-4	1.889840181507431e-4
POU3F3	1.9231967370558013e-4	1.9231967370558013e-4	1.9231967370558013e-4	1.9231967370558013e-4	2.0943714809270106e-4	2.0943714809270106e-4	2.0943714809270106e-4	2.0943714809270106e-4	2.60108194493953e-4	2.60108194493953e-4	2.60108194493953e-4	2.60108194493953e-4	2.4352318723351753e-4	2.4352318723351753e-4	2.4352318723351753e-4	2.4352318723351753e-4
POU3F4	1.030126292812363e-4	1.030126292812363e-4	1.030126292812363e-4	1.030126292812363e-4	1.051761414044759e-4	1.051761414044759e-4	1.051761414044759e-4	1.051761414044759e-4	1.1006691185340394e-4	1.1006691185340394e-4	1.1006691185340394e-4	1.1006691185340394e-4	1.955782285417296e-4	1.955782285417296e-4	1.955782285417296e-4	1.955782285417296e-4
POU4F1	3.646475520450934e-5	3.646475520450934e-5	3.646475520450934e-5	3.646475520450934e-5	5.560966713165247e-5	5.560966713165247e-5	5.560966713165247e-5	5.560966713165247e-5	4.2864778521328054e-5	4.2864778521328054e-5	4.2864778521328054e-5	4.2864778521328054e-5	4.360621058447904e-5	4.360621058447904e-5	4.360621058447904e-5	4.360621058447904e-5
POU4F2	3.760517028888536e-5	3.760517028888536e-5	3.760517028888536e-5	3.760517028888536e-5	5.04039687817676e-5	5.04039687817676e-5	5.04039687817676e-5	5.04039687817676e-5	3.1981189248158015e-5	3.1981189248158015e-5	3.1981189248158015e-5	3.1981189248158015e-5	7.607602606481713e-5	7.607602606481713e-5	7.607602606481713e-5	7.607602606481713e-5
POU4F3	4.429634280659707e-5	4.429634280659707e-5	4.429634280659707e-5	4.429634280659707e-5	6.0095892968354506e-5	6.0095892968354506e-5	6.0095892968354506e-5	6.0095892968354506e-5	2.9998103235713584e-5	2.9998103235713584e-5	2.9998103235713584e-5	2.9998103235713584e-5	8.766173273116764e-5	8.766173273116764e-5	8.766173273116764e-5	8.766173273116764e-5
POU5F1	1.8902740713984476e-4	1.8902740713984476e-4	1.8902740713984476e-4	1.8902740713984476e-4	4.099169845911667e-4	4.099169845911667e-4	4.099169845911667e-4	4.099169845911667e-4	1.3599502796186484e-4	1.3599502796186484e-4	1.3599502796186484e-4	1.3599502796186484e-4	3.322971918685033e-4	3.322971918685033e-4	3.322971918685033e-4	3.322971918685033e-4
POU5F1B	4.9287934891579764e-5	4.9287934891579764e-5	4.9287934891579764e-5	4.9287934891579764e-5	9.604486178788827e-5	9.604486178788827e-5	9.604486178788827e-5	9.604486178788827e-5	7.075680171251073e-5	7.075680171251073e-5	7.075680171251073e-5	7.075680171251073e-5	9.822453053738612e-5	9.822453053738612e-5	9.822453053738612e-5	9.822453053738612e-5
POU6F1	4.495839559071113e-5	4.495839559071113e-5	4.495839559071113e-5	4.495839559071113e-5	1.7692654510277015e-4	1.7692654510277015e-4	1.7692654510277015e-4	1.7692654510277015e-4	3.1145652353277965e-5	3.1145652353277965e-5	3.1145652353277965e-5	3.1145652353277965e-5	6.113199171542119e-5	6.113199171542119e-5	6.113199171542119e-5	6.113199171542119e-5
POU6F2	1.6009596511763977e-5	1.6009596511763977e-5	1.6009596511763977e-5	1.6009596511763977e-5	6.016957981283095e-5	6.016957981283095e-5	6.016957981283095e-5	6.016957981283095e-5	1.979977544996172e-4	1.979977544996172e-4	1.979977544996172e-4	1.979977544996172e-4	2.240670553188008e-5	2.240670553188008e-5	2.240670553188008e-5	2.240670553188008e-5
PPARA	1.1346911501660887e-4	1.1346911501660887e-4	1.1346911501660887e-4	1.1346911501660887e-4	2.6724360498956e-4	2.6724360498956e-4	2.6724360498956e-4	2.6724360498956e-4	1.150130173900039e-4	1.150130173900039e-4	1.150130173900039e-4	1.150130173900039e-4	1.2215726506804622e-4	1.2215726506804622e-4	1.2215726506804622e-4	1.2215726506804622e-4
PPARD	5.459525236960177e-4	5.459525236960177e-4	5.459525236960177e-4	5.459525236960177e-4	3.211755202326228e-4	3.211755202326228e-4	3.211755202326228e-4	3.211755202326228e-4	4.990290291564921e-5	4.990290291564921e-5	4.990290291564921e-5	4.990290291564921e-5	2.960860749026759e-4	2.960860749026759e-4	2.960860749026759e-4	2.960860749026759e-4
PPARG	1.9334043909145034e-4	1.9334043909145034e-4	1.9334043909145034e-4	1.9334043909145034e-4	7.067678977593744e-5	7.067678977593744e-5	7.067678977593744e-5	7.067678977593744e-5	3.544741349144143e-5	3.544741349144143e-5	3.544741349144143e-5	3.544741349144143e-5	6.190366611989119e-5	6.190366611989119e-5	6.190366611989119e-5	6.190366611989119e-5
PRDM1	1.1227401432755022e-3	1.1227401432755022e-3	1.1227401432755022e-3	1.1227401432755022e-3	8.443434947658284e-4	8.443434947658284e-4	8.443434947658284e-4	8.443434947658284e-4	2.8384273567491113e-3	2.8384273567491113e-3	2.8384273567491113e-3	2.8384273567491113e-3	1.4900324684154558e-3	1.4900324684154558e-3	1.4900324684154558e-3	1.4900324684154558e-3
PRDM12	2.4369459243311755e-5	2.4369459243311755e-5	2.4369459243311755e-5	2.4369459243311755e-5	4.8101790915639926e-5	4.8101790915639926e-5	4.8101790915639926e-5	4.8101790915639926e-5	1.8226053084514552e-5	1.8226053084514552e-5	1.8226053084514552e-5	1.8226053084514552e-5	2.0778204229304634e-5	2.0778204229304634e-5	2.0778204229304634e-5	2.0778204229304634e-5
PRDM14	2.8099520969868902e-5	2.8099520969868902e-5	2.8099520969868902e-5	2.8099520969868902e-5	4.901428793327087e-5	4.901428793327087e-5	4.901428793327087e-5	4.901428793327087e-5	2.0740327100281216e-5	2.0740327100281216e-5	2.0740327100281216e-5	2.0740327100281216e-5	2.436933467537185e-5	2.436933467537185e-5	2.436933467537185e-5	2.436933467537185e-5
PRDM15	9.387180185607528e-5	9.387180185607528e-5	9.387180185607528e-5	9.387180185607528e-5	1.88385077479549e-4	1.88385077479549e-4	1.88385077479549e-4	1.88385077479549e-4	2.005934664093327e-4	2.005934664093327e-4	2.005934664093327e-4	2.005934664093327e-4	1.0386561806312189e-4	1.0386561806312189e-4	1.0386561806312189e-4	1.0386561806312189e-4
PRDM16	4.757523569340902e-4	4.757523569340902e-4	4.757523569340902e-4	4.757523569340902e-4	2.525170065927461e-4	2.525170065927461e-4	2.525170065927461e-4	2.525170065927461e-4	2.6487433358761626e-4	2.6487433358761626e-4	2.6487433358761626e-4	2.6487433358761626e-4	3.884524917564502e-4	3.884524917564502e-4	3.884524917564502e-4	3.884524917564502e-4
PRDM4	2.032594297618256e-4	2.032594297618256e-4	2.032594297618256e-4	2.032594297618256e-4	1.9866659270135117e-4	1.9866659270135117e-4	1.9866659270135117e-4	1.9866659270135117e-4	1.384861054432325e-4	1.384861054432325e-4	1.384861054432325e-4	1.384861054432325e-4	3.719777803958471e-4	3.719777803958471e-4	3.719777803958471e-4	3.719777803958471e-4
PRDM5	9.245914195096136e-5	9.245914195096136e-5	9.245914195096136e-5	9.245914195096136e-5	1.623940776678619e-4	1.623940776678619e-4	1.623940776678619e-4	1.623940776678619e-4	6.286491162081303e-5	6.286491162081303e-5	6.286491162081303e-5	6.286491162081303e-5	9.50906322330876e-5	9.50906322330876e-5	9.50906322330876e-5	9.50906322330876e-5
PRDM6	1.0743247293810258e-4	1.0743247293810258e-4	1.0743247293810258e-4	1.0743247293810258e-4	1.7788550393790196e-4	1.7788550393790196e-4	1.7788550393790196e-4	1.7788550393790196e-4	1.449762218708033e-4	1.449762218708033e-4	1.449762218708033e-4	1.449762218708033e-4	2.0216168255963107e-4	2.0216168255963107e-4	2.0216168255963107e-4	2.0216168255963107e-4
PRDM9	4.7638454268304157e-4	4.7638454268304157e-4	4.7638454268304157e-4	4.7638454268304157e-4	7.015749029909801e-4	7.015749029909801e-4	7.015749029909801e-4	7.015749029909801e-4	4.373475794569034e-4	4.373475794569034e-4	4.373475794569034e-4	4.373475794569034e-4	4.6599166387962333e-4	4.6599166387962333e-4	4.6599166387962333e-4	4.6599166387962333e-4
PROP1	2.9062914796951542e-5	2.9062914796951542e-5	2.9062914796951542e-5	2.9062914796951542e-5	5.142621951190093e-5	5.142621951190093e-5	5.142621951190093e-5	5.142621951190093e-5	2.262501704612276e-5	2.262501704612276e-5	2.262501704612276e-5	2.262501704612276e-5	4.364842303421936e-5	4.364842303421936e-5	4.364842303421936e-5	4.364842303421936e-5
PROX1	2.8064993668860838e-5	2.8064993668860838e-5	2.8064993668860838e-5	2.8064993668860838e-5	5.1762220220213115e-5	5.1762220220213115e-5	5.1762220220213115e-5	5.1762220220213115e-5	2.2226251021433932e-5	2.2226251021433932e-5	2.2226251021433932e-5	2.2226251021433932e-5	2.6740937563609e-5	2.6740937563609e-5	2.6740937563609e-5	2.6740937563609e-5
PROX2	1.9955183639834707e-5	1.9955183639834707e-5	1.9955183639834707e-5	1.9955183639834707e-5	4.707497780849715e-5	4.707497780849715e-5	4.707497780849715e-5	4.707497780849715e-5	1.7642510579502395e-5	1.7642510579502395e-5	1.7642510579502395e-5	1.7642510579502395e-5	1.6703291151844048e-5	1.6703291151844048e-5	1.6703291151844048e-5	1.6703291151844048e-5
PRRX1	1.06251789694427e-4	1.06251789694427e-4	1.06251789694427e-4	1.06251789694427e-4	9.427248770526995e-5	9.427248770526995e-5	9.427248770526995e-5	9.427248770526995e-5	8.502485983343089e-5	8.502485983343089e-5	8.502485983343089e-5	8.502485983343089e-5	1.3594825884779343e-4	1.3594825884779343e-4	1.3594825884779343e-4	1.3594825884779343e-4
PRRX2	3.918319816878072e-5	3.918319816878072e-5	3.918319816878072e-5	3.918319816878072e-5	7.179971208465317e-5	7.179971208465317e-5	7.179971208465317e-5	7.179971208465317e-5	4.3502845729087136e-5	4.3502845729087136e-5	4.3502845729087136e-5	4.3502845729087136e-5	6.424192714793446e-5	6.424192714793446e-5	6.424192714793446e-5	6.424192714793446e-5
PTF1A	1.387246806795513e-4	1.387246806795513e-4	1.387246806795513e-4	1.387246806795513e-4	1.7472752936914098e-4	1.7472752936914098e-4	1.7472752936914098e-4	1.7472752936914098e-4	1.6981261969730685e-4	1.6981261969730685e-4	1.6981261969730685e-4	1.6981261969730685e-4	1.8746158027591544e-4	1.8746158027591544e-4	1.8746158027591544e-4	1.8746158027591544e-4
PURA	1.204664716827261e-3	1.204664716827261e-3	1.204664716827261e-3	1.204664716827261e-3	3.9174682157634125e-4	3.9174682157634125e-4	3.9174682157634125e-4	3.9174682157634125e-4	9.391243225325828e-4	9.391243225325828e-4	9.391243225325828e-4	9.391243225325828e-4	7.305007163494584e-4	7.305007163494584e-4	7.305007163494584e-4	7.305007163494584e-4
RARA	5.111945774228972e-4	5.111945774228972e-4	5.111945774228972e-4	5.111945774228972e-4	4.0539836779345694e-4	4.0539836779345694e-4	4.0539836779345694e-4	4.0539836779345694e-4	6.288325998222159e-4	6.288325998222159e-4	6.288325998222159e-4	6.288325998222159e-4	3.133941668942214e-4	3.133941668942214e-4	3.133941668942214e-4	3.133941668942214e-4
RARB	4.285107483483981e-5	4.285107483483981e-5	4.285107483483981e-5	4.285107483483981e-5	5.567298743620471e-5	5.567298743620471e-5	5.567298743620471e-5	5.567298743620471e-5	3.6087640477896205e-5	3.6087640477896205e-5	3.6087640477896205e-5	3.6087640477896205e-5	5.1908119400995444e-5	5.1908119400995444e-5	5.1908119400995444e-5	5.1908119400995444e-5
RARG	5.008990023977074e-5	5.008990023977074e-5	5.008990023977074e-5	5.008990023977074e-5	7.653602813055007e-5	7.653602813055007e-5	7.653602813055007e-5	7.653602813055007e-5	5.292671976441204e-4	5.292671976441204e-4	5.292671976441204e-4	5.292671976441204e-4	6.310141362498428e-5	6.310141362498428e-5	6.310141362498428e-5	6.310141362498428e-5
RAX	1.8711324856170065e-5	1.8711324856170065e-5	1.8711324856170065e-5	1.8711324856170065e-5	4.9014499342642534e-5	4.9014499342642534e-5	4.9014499342642534e-5	4.9014499342642534e-5	2.1453136861298407e-5	2.1453136861298407e-5	2.1453136861298407e-5	2.1453136861298407e-5	2.2859143043798824e-5	2.2859143043798824e-5	2.2859143043798824e-5	2.2859143043798824e-5
RAX2	2.0470838702148048e-5	2.0470838702148048e-5	2.0470838702148048e-5	2.0470838702148048e-5	4.846916463462088e-5	4.846916463462088e-5	4.846916463462088e-5	4.846916463462088e-5	2.04180414198575e-5	2.04180414198575e-5	2.04180414198575e-5	2.04180414198575e-5	2.3150462972278574e-5	2.3150462972278574e-5	2.3150462972278574e-5	2.3150462972278574e-5
RBAK	7.549363288669264e-4	7.549363288669264e-4	7.549363288669264e-4	7.549363288669264e-4	3.655567939557825e-4	3.655567939557825e-4	3.655567939557825e-4	3.655567939557825e-4	3.252447617011486e-4	3.252447617011486e-4	3.252447617011486e-4	3.252447617011486e-4	1.821843316082261e-4	1.821843316082261e-4	1.821843316082261e-4	1.821843316082261e-4
RBPJ	2.1069918568204335e-3	2.1069918568204335e-3	2.1069918568204335e-3	2.1069918568204335e-3	4.466706841596616e-4	4.466706841596616e-4	4.466706841596616e-4	4.466706841596616e-4	1.7542879130204012e-3	1.7542879130204012e-3	1.7542879130204012e-3	1.7542879130204012e-3	1.9262465339184615e-3	1.9262465339184615e-3	1.9262465339184615e-3	1.9262465339184615e-3
RBPJL	5.458377702235009e-5	5.458377702235009e-5	5.458377702235009e-5	5.458377702235009e-5	4.8585137541257026e-5	4.8585137541257026e-5	4.8585137541257026e-5	4.8585137541257026e-5	2.832277186007441e-5	2.832277186007441e-5	2.832277186007441e-5	2.832277186007441e-5	4.6282474178272915e-5	4.6282474178272915e-5	4.6282474178272915e-5	4.6282474178272915e-5
REL	2.0359754174247248e-3	2.0359754174247248e-3	2.0359754174247248e-3	2.0359754174247248e-3	1.1120123042254971e-3	1.1120123042254971e-3	1.1120123042254971e-3	1.1120123042254971e-3	1.2056049482418538e-3	1.2056049482418538e-3	1.2056049482418538e-3	1.2056049482418538e-3	2.6341307047421597e-3	2.6341307047421597e-3	2.6341307047421597e-3	2.6341307047421597e-3
RELA	1.1905641278312142e-3	1.1905641278312142e-3	1.1905641278312142e-3	1.1905641278312142e-3	7.746067850971621e-4	7.746067850971621e-4	7.746067850971621e-4	7.746067850971621e-4	9.711678748625056e-4	9.711678748625056e-4	9.711678748625056e-4	9.711678748625056e-4	2.637101003076943e-3	2.637101003076943e-3	2.637101003076943e-3	2.637101003076943e-3
RELB	5.263110544016184e-4	5.263110544016184e-4	5.263110544016184e-4	5.263110544016184e-4	1.560014330186266e-4	1.560014330186266e-4	1.560014330186266e-4	1.560014330186266e-4	4.0458886719988503e-4	4.0458886719988503e-4	4.0458886719988503e-4	4.0458886719988503e-4	7.200362381695444e-4	7.200362381695444e-4	7.200362381695444e-4	7.200362381695444e-4
REST	2.6468889261242177e-3	2.6468889261242177e-3	2.6468889261242177e-3	2.6468889261242177e-3	2.9284313994681374e-3	2.9284313994681374e-3	2.9284313994681374e-3	2.9284313994681374e-3	2.4658414013630195e-3	2.4658414013630195e-3	2.4658414013630195e-3	2.4658414013630195e-3	3.2936905204970905e-3	3.2936905204970905e-3	3.2936905204970905e-3	3.2936905204970905e-3
RFX1	1.3251566890812807e-4	1.3251566890812807e-4	1.3251566890812807e-4	1.3251566890812807e-4	7.387627145224532e-4	7.387627145224532e-4	7.387627145224532e-4	7.387627145224532e-4	5.672574593035032e-4	5.672574593035032e-4	5.672574593035032e-4	5.672574593035032e-4	4.8502105631270816e-4	4.8502105631270816e-4	4.8502105631270816e-4	4.8502105631270816e-4
RFX2	2.479431543544672e-4	2.479431543544672e-4	2.479431543544672e-4	2.479431543544672e-4	3.2453199531013523e-4	3.2453199531013523e-4	3.2453199531013523e-4	3.2453199531013523e-4	1.1178825464211673e-4	1.1178825464211673e-4	1.1178825464211673e-4	1.1178825464211673e-4	9.520682129999752e-5	9.520682129999752e-5	9.520682129999752e-5	9.520682129999752e-5
RFX3	1.3900500218237658e-3	1.3900500218237658e-3	1.3900500218237658e-3	1.3900500218237658e-3	1.5280609510252485e-3	1.5280609510252485e-3	1.5280609510252485e-3	1.5280609510252485e-3	6.058750127903652e-4	6.058750127903652e-4	6.058750127903652e-4	6.058750127903652e-4	1.1989641733220298e-3	1.1989641733220298e-3	1.1989641733220298e-3	1.1989641733220298e-3
RFX4	6.369998326140924e-5	6.369998326140924e-5	6.369998326140924e-5	6.369998326140924e-5	9.770486407505432e-5	9.770486407505432e-5	9.770486407505432e-5	9.770486407505432e-5	7.16336643094827e-5	7.16336643094827e-5	7.16336643094827e-5	7.16336643094827e-5	5.7204047095075835e-5	5.7204047095075835e-5	5.7204047095075835e-5	5.7204047095075835e-5
RFX5	9.433217634004668e-4	9.433217634004668e-4	9.433217634004668e-4	9.433217634004668e-4	2.009559952253214e-3	2.009559952253214e-3	2.009559952253214e-3	2.009559952253214e-3	3.4329270399430286e-3	3.4329270399430286e-3	3.4329270399430286e-3	3.4329270399430286e-3	1.5207597633172035e-3	1.5207597633172035e-3	1.5207597633172035e-3	1.5207597633172035e-3
RFX6	4.7174032038345493e-5	4.7174032038345493e-5	4.7174032038345493e-5	4.7174032038345493e-5	9.283190176315217e-5	9.283190176315217e-5	9.283190176315217e-5	9.283190176315217e-5	4.7757267352793574e-5	4.7757267352793574e-5	4.7757267352793574e-5	4.7757267352793574e-5	5.129879458935893e-5	5.129879458935893e-5	5.129879458935893e-5	5.129879458935893e-5
